Ulasan,Tanggal_Ulasan,Label
"Fasilitas parkir ok.
 Airnya kotor.
 Logistik tak ada",3 tahun lalu,Campuran
salah satu icon wisata yg ada di Ketapang Sampang tempatnya yg nyaman untuk bersantai,3 tahun lalu,Positif
Pemandangan bagus dan ada tempat makannya cukup enak..,3 tahun lalu,Positif
Ada Cafe nya yg bisa menikmati semilir angin laut,3 tahun lalu,Positif
Air Terjun Toroan berada di Ketapang Sampang Madura. Bagus banget pemandangan nya,3 tahun lalu,Positif
Lumayan bagus.....,3 tahun lalu,Positif
"Cantik ... eksotis
 Air terjun air tawar langsung didepan ombak pantai...",2 tahun lalu,Positif
"Lumayan,jln menuju air terjunnya agak licin",3 tahun lalu,Positif
Hanya saja tempat nya kurang terawat,setahun lalu,Positif
refreshing with orang2 kantor dan keluarga,3 tahun lalu,Positif
"Ada bbrapa spot yg kurang terawat,
 Toilet lebih2..",4 tahun lalu,Negatif
Air terjun di wilayah Sampang Madura yg langsung bermuara di laut utara Madura,3 tahun lalu,Positif
Kenangan masa sma dulu..saat masih natural tak terjamah,setahun lalu,Positif
Indah sekali,4 bulan lalu,Positif
Tempatnya bagus 👍👍 …,setahun lalu,Positif
bagus sejuk tempatnya,4 tahun lalu,Positif
Sangat memuaskan...view g kalah sama bali,setahun lalu,Positif
keren destinasinya .. dan gak ada tiket masuk ... kulinernya murah bangeeet,4 tahun lalu,Positif
smakin berkembang mnjadi wisata pilihan muda mudi,setahun lalu,Positif
Sangat bagus indah dan sedikit panas,setahun lalu,Positif
Untuk yg ska wisata air terjun+ pantai bisa di coba ke sne,4 tahun lalu,Positif
"Keindahan air terjun yang mengalirr , so beautyfull",2 tahun lalu,Positif
Tempat ini sangat sejuk dan nyaman dan wahananya sangat menyenangkan,4 tahun lalu,Positif
"Pemandangan alam lumayan indah di air terjun titian ketapang, tapi agak ramai dan kotor di pintu masuk",4 tahun lalu,Campuran
Pemandangan Air Terjun Toroan Bagus sekali dan pakiranya luas saya senang sekali,4 tahun lalu,Positif
"Air terjun di jalur pantura jawab, tepat berada di pinggir pantai, kabarnya tpi ada yang meninggal",4 tahun lalu,Campuran
Kurang baik pengelola lokasi,9 bulan lalu,Negatif
Tempatnya bagus. HTM murah.,setahun lalu,Positif
Bagus,2 tahun lalu,Positif
Pemandangannya enak sejuk di rasakannya,setahun lalu,Positif
Indah air terjun yg berbatasan langsung dgn Laut,4 tahun lalu,Positif
Sangat senang,3 tahun lalu,Positif
"Keren, air terjun langsung k laut Jawa",setahun lalu,Positif
"Tempatnya lumayan bagus, tetapi untuk pelayanan makanan masih kurang",4 tahun lalu,Campuran
Pemandangannya bagus dan tidak dikenakan biaya saat masuk,4 tahun lalu,Positif
Bagus musim kemarau airnya bening,2 tahun lalu,Positif
mantapp,3 tahun lalu,Positif
Air terjun nya kotor & berwarna coklat 😂😂 …,3 tahun lalu,Negatif
Sangat tepat untuk beristirahat dan pemandangan alamnya sangat indah,4 tahun lalu,Positif
Tujuan wisata yg lumayan searah dg pantai nepah,4 tahun lalu,Positif
"Bagus, yg pasti tempatnya sejuk dong",3 tahun lalu,Positif
Air terjun yang langsng turun ke laut,setahun lalu,Positif
Spot fotonya diperbanyak biar ga bosen,2 tahun lalu,Negatif
Bagus ..,6 bulan lalu,Positif
Bagus sekali,4 tahun lalu,Positif
Pemandangan yg indah,5 bulan lalu,Positif
Nyaman enak,3 tahun lalu,Positif
Bagus sih cuma kurangnya sarana yg mendukung,3 tahun lalu,Campuran
"Amazing
 Air terjun yang jatuh langsung ke laut
 😘😘😘
 Wonderful …",4 tahun lalu,Positif
Recomended,4 tahun lalu,Positif
pemandangan pantai yang indah,3 tahun lalu,Positif
"Tidak seperti awal opening...
 Dan sampah berserakan",2 tahun lalu,Negatif
Tempat yg cocok untuk bercengkrama dan kuliner bersama keluarga,4 tahun lalu,Positif
Destinasi wisata air terjun di pinggir pantai utara kabupaten sampang,3 tahun lalu,Positif
Pemandangan yg menghipnotis mata akan keindahan alam,3 tahun lalu,Positif
"Lumayan jauh tempat'e,,,,",4 tahun lalu,Negatif
Pemandangan bagus. Tp tdk terawat,4 tahun lalu,Campuran
"Bagus, lebih bagus lagi kalau dikelola dan dibangun.",3 tahun lalu,Campuran
"Keindahan darimu Tuhan, terimakasih semoga kami bisa menjaganya",4 tahun lalu,Positif
Masuknya gratis hanya bayar parkir kendaraan,4 tahun lalu,Positif
"Bagus kalo lagi bening airnya, kadang selalu keruh .... 😄 …",4 tahun lalu,Campuran
View buat selpie ok banget,setahun lalu,Positif
Panorama yg elok cocok buat rekreasi keluarga,4 tahun lalu,Positif
Pemandangan eksotis pinggir laut,setahun lalu,Positif
Air terjun yang airnya bermuara ke laut...,4 tahun lalu,Positif
"ramai , jadi tidak bisa melihat kenyamanannya",4 tahun lalu,Negatif
pemandangan lautnya jg bagus,3 tahun lalu,Positif
Objek wisata yg sangat keren,2 tahun lalu,Positif
Air terjunnya sangat indah...,4 tahun lalu,Positif
Air terjunx bagus indah langsung turun ke laut,4 tahun lalu,Positif
"tempatnya nyaman, mudah dijangkau",3 tahun lalu,Positif
Bagus sekali,9 bulan lalu,Positif
Pengen kesini lagi soalnya udah lebih mantep....,3 tahun lalu,Positif
tempatnya enak dingin,8 bulan lalu,Positif
Jalan raya menuju tempatnya sempit,4 tahun lalu,Positif
Tmptnya lumayan ok....view ok,3 tahun lalu,Positif
Pemandangannya indah sekali😘 …,2 tahun lalu,Positif
Alternatif wisata pantura,4 tahun lalu,Positif
Air terjun alami yang jernih jatuh ke laut,4 tahun lalu,Positif
Luas sekali lautnya,3 tahun lalu,Positif
Kurang di kelola dengan baik sayang sekali,setahun lalu,Negatif
Keren,3 tahun lalu,Positif
Mudah menemukan lokasi yang diinginkan,setahun lalu,Positif
Mungkin kalo bisa lebih bersih lingkungan sekitar akan lebih sipp,4 tahun lalu,Positif
Lumayan,setahun lalu,Positif
Beda sama yg di foto... Kotor sekali..,4 tahun lalu,Negatif
Kopi rempah nya enak,setahun lalu,Positif
Air terjun langsung ke laut lepas...,4 tahun lalu,Positif
"gilasih, sunsetnyaa parah abiss ehe",4 tahun lalu,Positif
Kalo sunset kayaknya lebih bagus,3 tahun lalu,Positif
Pemandangan yg amat indah,setahun lalu,Positif
Bagus tapi kadang airnya sangat keruh,4 tahun lalu,Campuran
rekomandasi tempat liburan,3 tahun lalu,Positif
"Tempat nya kotor, dan sempit",2 tahun lalu,Negatif
Bagus,4 tahun lalu,Positif
"Sangat bagus, sejuk dan dingin...",4 tahun lalu,Positif
Rasanya aku ingin jeburan disana wkwk,3 tahun lalu,Positif
"Datang pas air pasang, jd kurang bagus",4 tahun lalu,Negatif
Bagus pemandangan nya,2 tahun lalu,Positif
"Kotor, kebersihan area tidak dijaga",setahun lalu,Negatif
Air terjunnya cukup indah,4 tahun lalu,Positif
"Perlu penataan ulang,hingga menambah keajaiban",2 tahun lalu,Negatif
Air terjunnya indah sejuk,3 tahun lalu,Positif
Perlu di upgrade lagi biar lebih waw,2 tahun lalu,Negatif
"Lokasinya cukup jauh, tapi lumayan indah",4 tahun lalu,Campuran
Ada toiletnya...ada musholanya..,4 tahun lalu,Positif
Menakjubkan,setahun lalu,Positif
bagus . recom lah,4 tahun lalu,Campuran
airnya keruhh,9 bulan lalu,Negatif
"Murah meriah
 Malah kadang gratis",2 tahun lalu,Positif
Mantp air terjun pinggir pantai,4 tahun lalu,Positif
Air terjun yang cocok untuk short vacation,3 tahun lalu,Positif
cocok dipakai untuk foto,setahun lalu,Positif
Ok banget,setahun lalu,Positif
Airnya jernih banget :),3 tahun lalu,Positif
Lebih di tingkatkan lagi pemeliharaannya.,3 tahun lalu,Negatif
Air terjun langsung kelaut,4 tahun lalu,Positif
tempat wisata pantai yang bagus,4 tahun lalu,Positif
Sangat senanng dan bahagia,9 bulan lalu,Campuran
Indah sekali,4 tahun lalu,Positif
Tempatnya bagus buat kesehatan,3 tahun lalu,Positif
Bagus....cma sedikit seram..,4 tahun lalu,Campuran
"lumayan, cuma kurang tertata dengan baik",4 tahun lalu,Campuran
Tempat lumayan bersih dan nyaman,4 tahun lalu,Positif
Rugi saya datang saat sedang keruh,4 tahun lalu,Negatif
Alamiah banget. Pas buat suasana wekend,4 tahun lalu,Positif
Bagus untuk dikunjungi,9 bulan lalu,Positif
Kereeennn abiiizzz... Pengen kesana lagi...,4 tahun lalu,Positif
Perlu sentuhan lagi agar lebih bersih,4 tahun lalu,Positif
Tempatnya bagus,setahun lalu,Campuran
Bagus dan murah tiket ny,4 tahun lalu,Positif
Lumayan keren,setahun lalu,Positif
Bagus pemandangannya,2 tahun lalu,Positif
Parkir mobil enggak ada,3 tahun lalu,Negatif
Sesuai,setahun lalu,Positif
Bagus untuk spot foto.,4 tahun lalu,Positif
Lokasi Aman dan bersahabat,2 tahun lalu,Positif
Wisata murah meriah,3 tahun lalu,Positif
"murah, dan juga keren bangett",10 bulan lalu,Positif
Bagus sayang jauh,2 tahun lalu,Campuran
Bagus udaranya seger,3 tahun lalu,Positif
Tempat buat bengong,setahun lalu,Positif
Lumayan bagus,setahun lalu,Positif
tempatnya bersihdan rapi amazing,4 tahun lalu,Positif
Good pemandangan nya,4 tahun lalu,Positif
Bagus tapi perawatan kurang.,4 tahun lalu,Campuran
Parkirannya kemahalan,setahun lalu,Negatif
Banyak nyamuk,setahun lalu,Negatif
Bagus untuk ber wisata,3 tahun lalu,Positif
"Indah sekali, tidak akan menyesal 😊 …",3 tahun lalu,Positif
Bagus tempatnya,3 tahun lalu,Positif
Kurang terawat,2 tahun lalu,Negatif
Biasa aja,3 tahun lalu,Negatif
"Saya suka pantai,",3 tahun lalu,Positif
Mantap,4 tahun lalu,Positif
Bagus oke,3 tahun lalu,Positif
Tenang . Sepi,4 tahun lalu,Positif
"Akses mudah,,, lokasi di pinggir jln",4 tahun lalu,Positif
Sungguh bagus banget,setahun lalu,Positif
Tak sebagus di foto,3 tahun lalu,Negatif
Semoga terus berkembang,2 tahun lalu,Positif
"Mantul, hanya saja sampahnya",4 tahun lalu,Campuran
tidak sesuai,9 bulan lalu,Negatif
Keren cuy,4 tahun lalu,Positif
Tdk seindah sprti gambarnya,3 tahun lalu,Negatif
Bagusnya tdk terduga,3 tahun lalu,Positif
Mantap,10 bulan lalu,Positif
Parkirnya Mahal,4 tahun lalu,Negatif
Bagus,10 bulan lalu,Positif
"Semacam tebing kapur bekas galian tambang.
 Jalan kesana lumayan tidak bagus, serasa off road. Cuacanya panasss banget. Jangan lupa pakai sunscreen dan sunglasses.
 Untuk foto2 dan prewedding bagus sih.
 Ada beberapa warung di sana. Jadi jangan takut kelaparan atau kehausan.",sebulan lalu,Positif
"Asli bagus banget, ga tau suka aja tempat yang alam banget kaya gini. Sayangnya akses jalannya yang minta ampun jelek banget. Belum aspal juga pas masuknya. Jadi berdebu banget. Terus harus bayar tiket 2x, buat masuk mobil bayar 20k. Tiket …",3 bulan lalu,Campuran
Jadi salah satu alternatif wisata di pulau Madura. Bukit Jaddih merupakan tempat bekas galian tambang batu kapur yang sampai saat ini masih beroperasi. Dibagian lain sdh berubah fungsi menjadi tempat wisata. Akses kesini lumayan sulit …,3 bulan lalu,Positif
"Kemarin ke bukit jaddhih karena kebetulan mau jalan’ ke jembatan Suramadu. Pertama lihat foto’ dan ulasan di maps sempat buat kurang yakin ke bukit jaddihih, tetapi pada saat ke sana sangatlah diluar eksepetasi. Karena bukit jaddhih sangat bagus…",5 bulan lalu,Positif
"Biaya masuk mobil 5rb, semoga next ada papan petunjuk jalan ke wisata (soalnya kalo pake maps diputer2in) & jalan kesana lebih baik. Krn mobil kecil uda berusaha menghindar tetep gasruk, alhasil cat mobil di bemper depan ngelupas",2 bulan lalu,Campuran
"Masuk uang yg punya jalan tambang 20rb, masuk ke parkir 5rb per org. View bagus bngt, tambang batu kapur aktif.",4 bulan lalu,Positif
Bagus tempatnya buat foto foto apalagi ad jasa foto mas mas biaya ny seikhlasnya hasil fotony jg bagus. Tp syg mau masuk sini bnyk bgt yg minta tiket masuk Sampe 3x,5 hari lalu,Positif
"Pertama kali kesini, pakai google map. Kalau dari jembatan suramadu nanti arahnya perempatan terus ke kiri. Nanti jalannya agak kecil sih kalau naik mobil papasan agak mepet, jalannya juga belum terlalu baik masih berlubang. Parkir masuk …",6 bulan lalu,Campuran
"salah satu wisata di madura yg wajib bgt dikunjungi. nanti kalian bakal disuguhi dgn pemandangan batu kapur yg cantikkk bgt warna putih gini, ada danaunya jg loh, cakep bgt klo buat foto2. tapi medan utk kesini agak jelek karena banyak bebatuan jalannya. yg mau liburan ke madura, coba kesini deh guys🤍 …",sebulan lalu,Positif
Minggu kemarin ngantar anak-anak wisata... Wisata ini diadakan oleh TPQ Al Firdaus tempat anak pertama belajar Tahfidz... …,5 bulan lalu,Positif
"Bagus bangettt, sekarang sudah mulai tertata rapi, cuma sayank musim kemarau, jadi danaunya kering. Ada pemandunya yg profesional banget, namanya cak Ross, jangan lupa klo kesana hubungi dia, rekomen 👍 …",seminggu lalu,Positif
"Tebing² buatan yg sangat menakjubkan,recomend banget untuk dikunjungi.akses sangat mudah sekitar 40 menit dari Jembatan Suramadu.",3 bulan lalu,Positif
Tempatnya cukup bagus terutama untuk wisata keluarga. Selalu gunakan masker karena cukup berdebu,2 bulan lalu,Positif
"Fasilotas masih minim, perlu pegembangan dengan sentuhan artistik agar lebih menarik wisatawan",sebulan lalu,Negatif
"Tempatnya luas, cocok untuk digunakan foto-foto, lumayan naik turun jalannya, disarankan kesini menggunakan sepatu, karna kalau musim hujan ditakutkan licin",3 bulan lalu,Positif
"Kesini ketika buat video klip, ketika puasa, kebetulan mendung dan sempat hujan sebentar. Waktu itu kita ada yg menyertai dan diantar ke spot-spot terbaik yang jarang dipakai orang untuk spot photo atau video. …",7 bulan lalu,Positif
Menurut aku cukup bagus untuk jalan2 ke sini. Cuman kitq ga tahu mana penarik karcis mana yg bukan. Kita naik mobil dicgat orang bawa karcis suruh bayar,6 bulan lalu,Positif
"Banyak sekali spot foto yg keren & bagus, disarankan datang pagi/sore, karna kalo siang panasnya minta ampun...",5 bulan lalu,Positif
Bagus apalagi kalau cuaca mendukung dan datang di waktu yang tepat sekitar jam 8 atau 9 karena matahari sudah berada diatas tapi suhu tidak panas terik dan lebih menaikkan pesona alamnya,6 bulan lalu,Positif
"Wisata lokal yg indah, pemanfaatan tambang batu kapur menjadi wisata.. Ada goa buatan.. Bisa lihat sunset di puncak tebing",5 bulan lalu,Positif
"Dateng pas weekend, buat survey. Bareng sama truk truk tambang dan jalannya rusak. Dibantu warga lokal buat nyari jalan yg agak mendingan. Sampe lokasi airnya surut karna emang gak ada ujan. Gersang banget dan lebih baik bawa masker. Debu dimana mana",2 minggu lalu,Campuran
"Goa pote, bangkalan
 Msh di sebelahnya dg bukit jaddih juga.
 Mungkin artinya goa putih, krn bekas galian gn kapur, jd pasti putih. Dan krn …",8 bulan lalu,Positif
"Tempatnya bagus, sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur",4 minggu lalu,Positif
"viewnya bagus, bekas area tambang jadi spot foto2",4 bulan lalu,Positif
"Bekas tambang kapur di banhkalan madura. Sangat aesthetic utk lokasi foto dan video. Tiket masuk murah hanya 5rb per orang.
 Ada tour guide, anak muda sekitar .. mereka jg jago take foto dan video. …",8 bulan lalu,Positif
Wisata gunung kapur yg indah...kalau musim kemarau panas banget,sebulan lalu,Positif
"Bagus buat foto² rekomendasi kesini pagi atau sore sekalian, tutup jam 17.30",6 bulan lalu,Positif
"jalan masuk sekitar 300 m sangat bergelombang, air didanau kering pada saat musim kemarau",sebulan lalu,Negatif
"Bukit jeddih ini bukit kapur yang penambangannya masih aktif. Namun ada sisi yang sudah tidak beroperasi dan dijadikan wisata. Untuk view yang ditawarkan menarik. Untuk fasilitas ada warung makan, toilet (kurang tau keadaannya). Akses …",10 bulan lalu,Positif
"Pengalaman wisata alam yang sangat menyenangkan, kondisi masih lumayan sepi dikarenakan berkunjung di hari jumat.
 Kurang penunjuk arah yg jelas. Semoga kedepannya pengelolaan semakin baik lagi",7 bulan lalu,Campuran
"tempat wisata ramah dikantong, hanya saja akses nya kurang nyaman, semoga mendapat perhatian & prioritas dr pemda setempat untuk akses menuju ke tmp wisata dan kedepannya makin tertata..👍🏻👍🏻 …",10 bulan lalu,Positif
Takjud dengan segala yang diciptakan oleh-Nya. Bukit Jaddih merupakan destinasi wisata di Kabupaten Bangkalan Madura. Pemandangannya memang beda dari tempat wisata pada umumnya. …,setahun lalu,Positif
"Punya pengalaman yg ga mengenakan disini..
 Yg pertama emg bnyak pungli..yg kedua pas ke kamar mandi didekat warung dikasih tau sm pemilik jangan lewat jalur utama bnyk begal disuruh lewat jln 1nya..eh …",sebulan lalu,Negatif
"Masuk gang pertama kali bayar seikhlasnya gitu ke warga. Lalu mau masuk areanya bayar lagi 20rb untuk mobil. Pas sudah di areanya yang luas, itu nanti kita bisa milih di area tertentu yang (sepertinya) dimiliki oleh beda-beda orang. Kalau …",2 tahun lalu,Positif
"Tiket masuk roda 4 Rp20.000
 Tiket pertandingan orangnya 5rb
 Sudah waktunya untuk direnovasi.. Penampilan diperbaharui..",setahun lalu,Negatif
"Merupakan daerah tambang batu kapur yang juga dimanfaatkan sebagai obyek wisata.
 Pengelolaan oleh pemerintah masih sangat minim, akses jalannya sulit dan banyak …",4 tahun lalu,Campuran
"Pemandangannya cukup cocok.. bagus buat foto foto, hanya jalan akses kurang mulus, biaya parkir 20 rb.. bayar biaya masuk 5000 per orang..
 Tempatnya belum dikelola secara profesional masih dikelola penduduk setempat. Tempatny agak kurang terawat .tp kalo dikelola lebih baik lagi bisa jadi hidden gemsnya di madura",setahun lalu,Positif
"Jalan masuk bisa dibilang parah bgt,
 Karcis masuk bayar 2X, pertama 10k, kedua 5k per org,
 Tp view nya indah menurut saya, masih terlihat alami, …",setahun lalu,Campuran
"Ini adalah salah satu wisata terutama untuk yg suka foto2, di area madura. Tp tempat ini jd tidak terlalu jauh dari surabaya, so bagi kalian arek suroboyo, mampir rene cuk. …",4 tahun lalu,Positif
"Bagus epik tempat nya hanya saja jalanan agak berkerikil bukan aspal (gak mulus lah) itu saja kendalanya...semoga saja dari pemerintah setempat bisa memperbaiki jalanan di sekitar wisata bukit Jaddih ke depannya ,",setahun lalu,Campuran
"Bukit Jaddih sejatinya adalah tambang kapur. Uniknya, saat ini pertambangan masih berlangsung, sehingga ada alat berat dan truk yang berlalu-lalang mengangkut batu kapur. …",2 tahun lalu,Positif
"Situs penambangan kapur yang sangat luas, dan tampaklah bukit kapur yang indah. Kalau ke madura coba mampir, sekalian ke bebek sinjay. Areanya sangat luas, pas cuaca cerah hasil foto juga sangat instagramable bgt. Masuk cm bayar parkir. Di dalamnya ada kolam renang dan danau tapi dikenakan tiket tambahan.",4 tahun lalu,Positif
"Tempat wisata bukit jaddhih ini menjadi primadona di madura, tak kalah bagusnya dengan pantai yang ada di madura...tempat ini merupakan tempat wisata dengan bukit kapur, sehingga akan sangat kotor jika kita kesini..tapi itu semua terbayar …",3 tahun lalu,Positif
Pamandangannya bukit bekas hasil tambang kapur cakep banget (instagramable)..cm sayang aksesnya kesana harus melewati jalanan rusak (jadi akses kluar masuk truk tambang juga). Saya naik mobil dikenakan karcis 20ribu di akses masuk …,setahun lalu,Campuran
"Bagus buat foto2.. sayangnya jalan menuju TKP masih kurang bagus. Juga fasum agar ditingkatnya shg pengunjung nyaman..
 Semoga kedepan makin tertata..👍🏻👍🏻 …",setahun lalu,Campuran
Cukup luas dan ada pemandu nya klo masuk.,6 bulan lalu,Positif
"Saya ke sini juni 2019
 
 Bukit jaddih ini adalah penambangan kapur yang dijadikan lokasi wisata.. …",4 tahun lalu,Positif
"Parkiran cukup luas, mushola & kamar mandi cukup jauh hanya terletak di jalan masuk sebelum lokasi. Ada perahu getek juga. Terdapat banyak warung kopi. Hanya saja banyak pungli. Kurang lebih 3X harus bayar 'tiket' yang tidak jelas",2 tahun lalu,Campuran
"Kurang bagus terutama di bagian tiket...
 Terlalu banyak minta uang atau tidak resmi.
 Uang masuk 30rbu katanya sudah free sampai tempat. …",2 bulan lalu,Negatif
"Tempat yg indah, ada guide yg ramah membantu kita👍 …",3 bulan lalu,Positif
"Tempatnya menurut saya biasa aja utk viewnya tapi kalau bisa pakai jasa guide aja utk dapat foto-foto bagus viewnya malah jadi terlihat keren tempatnya 👍,, …",setahun lalu,Positif
"Sebenarnya ini penambangan batu yg masih aktif, Tp lumayan bagus..ada danau kecil yg dilengkapi dg persewaan gethek bambu..sayang unt biaya tiket nya termasuk mahal. Unt mobil kena 20rb.belum ketika kita masuk ke bukit ada lagi..trus …",4 tahun lalu,Positif
Pemandangannya bagus tetapi untuk kebersihan masih banyak sampah dimana-mana mungkin harus ditambah fasilitas tempat sampah,setahun lalu,Campuran
"Menuju Bukit Jeddih dari pintu keluar Jembatan Suramadu lurus saja, di pertigaan besar pertama belok kiri, ikuti jalan kecil aspal, hati hati bila terjadi simpangan dengan mobil, harus mengalah. Pintu masuknya tersamar, tidak ada petunjuk …",4 tahun lalu,Campuran
"Cuacanya panas, saya sarankan untuk kesini pagi-pagi agar tidak terlalu panas. Hati-hati dengan pungli. Sepanjang perjalanan ada beberapa point dimana kita akan diminta pungli atas nama kas desa, sumbangan desa dan sebagainya. Waktu itu …",3 tahun lalu,Negatif
"Sebuah bukit kapur yang kapurnya bisa dibuat untuk bangunan rumah. Karena perpaduan kapur dengan genangan air sehingga membuat air di sekitarnya berwarna hijau. Ada sebuah gua namanya Goa Pote. Bagus viewnya. Tetapi untuk parkirnya mahal, 50 rb untuk bus kapasitas 30 orang.",4 tahun lalu,Positif
"Menurut saya, Bukit Jaddih adalah tempat wisata yang benar-benar luar biasa spektakuler dan kedepan sepertinya akan terus bertambah spektakuler. …",4 tahun lalu,Positif
"Kunjungan yang kesekian kalinya bersama keluarga besar, tempat tambang dan suasana bukit kapur putih tertata bekas tambang.
 Goa poteh yg artistik dari hasil potongan penambang. Menghasilkan lubang goa yg menarik.",setahun lalu,Positif
"kesana lewat jalur suramadu
 cukup mudah diakses dengan google map
 karena di sepanjang jalan masih jarang ada petunjuk jalan ke tempat ini …",3 tahun lalu,Positif
"Perjalanan sangat menyenangkan. Kanan kiri persawahan yg sejuk. Jalan lumayan halus, dan agak sepi walau agak sempit. Setiba di bukit kapur, cuacanya sangat panas. Maklum pulau Madura terkenal akan panasnya. Namun terobati dengan …",setahun lalu,Positif
"Kesini sudah 3 kali dengan rombongan teman dan keluarga. Tempatnya luas banget, cuma agak panas ya",10 bulan lalu,Positif
Wisata bukit Jaddih lumayan juga buat rekreasi keluarga. Masuk pertama bayar 5 rb trus parkir masuk pertama bayar 25 rb trus parkir kedua bayar 20 rb. Ini yg parkir ke goa pote. Setelah dapet parkiran baru jalan menuju wisata.,4 tahun lalu,Positif
Sangat disayangkan potensi wisata madura yang seharusnya bisa menjadi ikon wisata bangkalan tetapi masih banyak pungli dan keamanan menuju lokasi membuat wisatawan berpikir 2x untuk berkunjung kesini.,setahun lalu,Negatif
Takjub dengan segala yang diciptakan oleh-Nya. Bukit Jaddih merupakan destinasi wisata di Kabupaten Bangkalan Madura. Pemandangannya memang beda dari tempat wisata pada umumnya. …,4 bulan lalu,Positif
"Sangat oke tempatnya igable banget! Cuman jalanan kesini rada jelek, dan mayan lah dari kluaran suramadu. Worth it tapii 👌🏼 …",setahun lalu,Positif
"Bukit Jaddih merupakan lokasi penambangan kapur yang hingga saat ini masih aktif. Melihat polanya, kemungkinan tambang ini dahulu dikerjakan secara manual sebelum akhirnya menggunakan alat berat seperti saat ini. Pada lokasi yang sudah …",3 tahun lalu,Positif
Salah satu tempat wisata baru di madura.bukit kapur yang indah untuk dikunjungi. Tapi lebih baik berkunjung saat pagi hari atau sore hari agar tidak terlalu panas .di siang hari tempat ini sangat panas dan pemandangan cukup menyilaukan …,4 tahun lalu,Positif
"Mmh karena ini penambangan, jadi tiap tahun seakan berubah ubah.
 Kalau buat poto cocok pas panas terik. Tapi kalau untuk santai, cocoknya pas teduh pagi atau sorean. …",setahun lalu,Positif
"Tempat yang Lumayan Bagus , Sepi banget waktu kesini , cocok buat liburan rame rame bareng ,panas banget tapi kebantu angin yang lumayan kencang , 2x tarif di pintu awal dan pintu akhir , tempat bersih , full kapur dari ujung ke ujung , …",2 tahun lalu,Positif
"Tempat yg megah dan mengagumkan. Kalau siang akan silau sekali dan berangin. Disarankan pakai kacamata. Terdapat warung minum dan toilet. Tempat parkir tersedia. Loket masuk area Goa Pote per orang Rp 5.000,- (retribusi mobil dan parkir tdk …",4 tahun lalu,Positif
Pas ga keliatan putih karena musim hujan.Jalan masuknya ancur.bayar 3x 😥 …,9 bulan lalu,Negatif
Lokasi cukup mudah dijangkau. Tiket masuk murah. Terdapat kolam renang untuk anak-anak. Dan ada rakit kecil untuk berkeliling danau. Banyak penjual minuman dan makanan ringan disana. Toilet kurang bersih. Untuk mendapatkan hasil fto yang bagus lebih baik datang pagi agar matahari tidak terlalu panas.,4 tahun lalu,Campuran
"Baru aja nyobain lagi datang kesini setelah beberapa tahun engga ke bukit jaddih.. entah karena lagi pandemi, yang datang kesini jauh lebih sedikit daripada dulu.. malah tadi saja sendiri saja yang datang.. di pintu masuk, ada retribusi …",2 tahun lalu,Positif
"15menitan setelah keluar dari suramadu. Akses jln masih sempit lewat perkampungan.
 Pemandangan sangat bagus bwt yg hobby foto"" sayang blm dikelola dgn baik,, akses …",setahun lalu,Positif
"Wisata Bekas Tambang kapur yang menarik dan eksotis, hanya saja untuk anak2 butuh pengawasan optimal dan lebih berhati2,, tempat parkir luas",setahun lalu,Positif
"Kesalahan saya saat berkunjung adalah tidak membawa masker dan kaca mata. Penambangan perbukitan kapur yang terus berlangsung menyisakan bentuk tak beraturan yang indah dipandang, panasnya mentari yang menyengat semakin meningkatkan daya tarik …",4 tahun lalu,Positif
terdapat banyak spot foto yg bagus,4 tahun lalu,Positif
Masih perlu perhatian dr pemerintah setempat.akses jln menuju lokasi msh bergelombang.meskipun panas tp asyik buat berfoto2 ria.,11 bulan lalu,Negatif
Awalnya saya penasaran sampai akhirnya datanglah ke Bukit kapur yang letaknya ada di pusat kota Bangkalan ini. Ingin melihat langaung dan membuktikan sendiri keindahan bukit kapur yang diberi nama bukit Jaddih ini. Ga hanya lewat foto-foto …,3 tahun lalu,Positif
"Kunjungan tanggal 21 November 2021. Info tiket untuk pengendara sepeda motor dikenakan tarif Rp10.000,- per sepeda motor. Tiket masuk beda lagi, tiket masuk Rp5.000,- per orang. Saya sempat tanya ke pihak yang meminta tiket masuk, katanya …",setahun lalu,Positif
Tempatnya tersembunyi sekali dan untuk akses jalan kurang memadai. bahkan ada beberapa jalan hanya muat untuk 1 mobil saja jadi apabila papasan salah satu mobil harus mundur. all over tempat wisata ini cukup menarik saja untuk di kunjungi. …,4 tahun lalu,Campuran
"biasa aja
 Tapi kalo serius dirawat pasti keren banget sih
 Misalnya tiap kali lumut keluar, dibersihin biar kembali putih bersih
 Trus airnya juga, dijaga dari sampah biar lebih jernih",2 tahun lalu,Campuran
Masih ada pungli di beberapa lokasi. Pas masuk ditarik 10rb/motor. Mau masuk ke danau ditarik lagi 5rb/org,setahun lalu,Campuran
"Untuk pemandangan bukit kapur dan kita bisa masuk ke dalam goa termasuk experince lain yg patut dicoba, tp syg akses kesini jalannya lumayan jelek",setahun lalu,Campuran
"Ini bukit kapur yang terletak di Pulau madura. Banyak spot fotonya. Kalau kesini, sempatkan naik ke puncak bukit tertingginya untuk melihat sunset. Indah dan keren banget pemandangannya. Area parkir dimana-mana. Ada musholla di area danaunya. Tapi banyak punglinya waktu saya kesini dulu.",4 tahun lalu,Positif
